Subject,University,Semester ,Exam,Marks,Concept,Question,Has_Code,Code_Snippet,Diagram
Object-Oriented Programming ,Leading University,Spring 2023,Mid Term,5,Polymorphism,Find output and explain runtime polymorphism.,YES,"class Animal {
    void sound() {
        System.out.println(""Some generic animal sound"");
    }
}

class Dog extends Animal {
    @Override
    void sound() {
        System.out.println(""Dog barks"");
    }

    void fetch() {
        System.out.println(""Dog fetches the ball"");
    }
}

public class TestPoly {
    public static void main(String[] args) {
        Animal a = new Dog(); // Upcasting
        a.sound(); // Output: Dog barks
    }
}
",
Object-Oriented Programming ,Leading University,Spring 2023,Mid Term,5,Constructor ,Design rectangle class with multiple constructors.,NO,,
Object-Oriented Programming ,Leading University,Spring 2023,Mid Term,5,Object Reference,Find output of Citizen class program.,YES,"class Citizen {
    String action;

    Citizen(String action) {
        this.action = action;
    }

    void serve(Citizen c) {
        c.action += "" -> Educate""; // Changes the object property directly
        c = new Citizen(""Learn Skills""); // Reassigning 'c' locally (loses link to the original object)
        c.action += "" -> Work Hard""; // This only affects the new local object
    }

    void contribute(Citizen c) {
        c.action += "" -> Volunteer""; // Changes the object property directly
        c = new Citizen(""Inspire Others""); // Reassigning 'c' locally
        c.action += "" -> Lead""; // This only affects the new local object
    }

    void showAction() {
        System.out.println(action);
    }
}

public class TestCitizen {
    public static void main(String[] args) {
        Citizen person = new Citizen(""Join"");
        
        person.serve(person);
        person.contribute(person);
        
        person.showAction();
    }
}",
Object-Oriented Programming ,Leading University,Spring 2023,Mid Term,5,Exception Handling,Find output of nested try-catch.,YES,"public class GExample {
    public static void main(String[] args) {
        try {
            System.out.println(""Try Start"");
            try {
                String s = null;
                System.out.println(s.length()); // Throws NullPointerException
                int x = 10 / 0; // This line is never reached
            } catch (ArithmeticException e) {
                System.out.println(""Inner Catch: ArithmeticException"");
            }
            System.out.println(""After Inner Try-Catch""); // This line is never reached
        } catch (ArithmeticException e) {
            System.out.println(""Outer Catch: ArithmeticException"");
        } catch (Exception e) {
            System.out.println(""Outer Catch: Exception"");
        } finally {
            return; // Terminates the method immediately
        }
    }
}",
Object-Oriented Programming ,Leading University,Spring 2023,Mid Term,5,Pattern,Find output of pattern 2.,YES,"public class Pattern2 {
    public static void main(String[] args) {
        int n = 5;
        for (int i = 0; i < n; i++) {
            for (int j = 0; j < n; j++) {
                // Draws the 'X' shape
                if (i == j || i + j == n - 1) {
                    System.out.print(""*"");
                    continue;
                }
                // Fills the bottom area with '#'
                if (i + j > n - 1) {
                    System.out.print(""#"");
                } else {
                    System.out.print("" "");
                }
            }
            System.out.println();
        }
    }
}
",
Object-Oriented Programming ,Leading University,Spring 2023,Mid Term,5,Multithreading,Find output of thread execution.,YES,"class MyThread extends Thread {
    public void run() {
        try {
            System.out.print(""R"");
            Thread.sleep(200);
            System.out.print(""T"");
        } catch (InterruptedException e) {
            System.out.print(""E"");
        }
    }

    public void start() {
        System.out.print(""S"");
        super.start(); // This actually triggers the run() method in a new thread
    }
}

public class TestThread {
    public static void main(String[] args) {
        MyThread t1 = new MyThread();
        t1.start();
    }
}
",
Object-Oriented Programming ,Leading University,Spring 2023,Mid Term,5,Generics,Is List<Dog> assignable to List<Animal>?,NO,,
Object-Oriented Programming ,Leading University,Spring 2023,Mid Term,5,Exception Handling,Write probable code for given stack trace.,NO,,
Object-Oriented Programming ,Leading University,Spring 2023,Semester Final,5,Polymorphism,Find output of Device/Laptop program.,YES,"class Device {
    Device() {
        show();
    }

    void show() {
        System.out.println(""Show method of Device."");
    }
}

class Laptop extends Device {
    int price;

    Laptop() {
        super(); // Calls Device constructor
        this.price = 50000;
        show();
    }

    @Override
    void show() {
        System.out.println(price);
    }
}

public class Main {
    public static void main(String[] args) {
        new Laptop();
    }
}",
Object-Oriented Programming ,Leading University,Spring 2023,Semester Final,5,Multiple Inheritance,Find output of movement program.,YES,"interface Movement {
    void act();
}

abstract class GeneralStudent implements Movement {
    private String role = ""General Student"";

    GeneralStudent() {
        System.out.println(""GeneralStudent Joined Movement"");
        act();
    }

    protected String getRole() {
        return role;
    }

    public void act() {
        System.out.println(""Role: "" + getRole());
    }
}

class Organizer extends GeneralStudent {
    private String role = ""Organizer"";

    Organizer() {
        System.out.println(""Organizer Assigned"");
    }

    protected String getRole() {
        return role;
    }
}

class Leader extends Organizer {
    private String role = ""Leader"";

    Leader() {
        System.out.println(""Leader Took Charge"");
    }

    protected String getRole() {
        return role;
    }
}

public class TestMovement {
    public static void main(String[] args) {
        Movement m = new Leader();
        m.act();
    }
}",
Object-Oriented Programming ,Leading University,Spring 2023,Semester Final,2.5,"JVM , JDK , JRE","Illustrate the relationship among JDK, JRE, and JVM using a diagram",NO,,
Object-Oriented Programming ,Leading University,Spring 2023,Semester Final,2.5,Pattern,What is the output of the following program?,YES,"public class Pattern {
    public static void main(String[] args) {
        int n = 7;
        for(int i = 1; i <= n; i++) {
            for(int j = 1; j <= n; j++) {
                if(i == j || i + j == n + 1)
                    System.out.print(i);
                else if(i == 1 || i == n || j == 1 || j == n)
                    System.out.print(""#"");
                else
                    System.out.print("" "");
            }
            System.out.println();
        }
    }
}",
Object-Oriented Programming ,Leading University,Spring 2023,Semester Final,5,Anonymous Object,What is an anonymous object? Give an example,NO,,
Object-Oriented Programming ,Leading University,Spring 2023,Semester Final,5,Methods,Difference between final method and private method,NO,,
Object-Oriented Programming ,Leading University,Spring 2023,Semester Final,5,Inheritance ,"If there are any errors, explain them; otherwise, write the output.",YES,"

public class GrandPa {
    int local_var = 7;
    GrandPa() {
        System.out.println(""Default constructor of Grand Pa"");
    }
    void m1() {
        System.out.println(""Inside m1 method of Grand Pa"");
    }
}

public class Parent extends GrandPa {
    int local_var;
    Parent() {
        System.out.println(""Default constructor of Parent"");
    }
    Parent(int n) {
        this.local_var = n;
        System.out.println(this.local_var);
        System.out.println(this);
        System.out.println(""Params constructor of Parent"");
    }
    void m1() {
        System.out.println(""Inside m1 method of parent"");
    }
}

public class Child extends Parent {
    int local_var;
    Child() {
        System.out.println(""Default constructor of Child"");
    }
    Child(int v) {
        super(7);
        System.out.println(""Params constructor of Child"");
    }
    void m3() {
        System.out.println(""Inside m3 method of Child"");
    }
    void m2() {
        System.out.println(""Inside m2 method of Child"");
    }
    public static void main(String[] args) {
        Child ob_child = new Child(7);
        System.out.println(ob_child.local_var);
        ob_child.m1();
    }
}
",
Object-Oriented Programming ,Leading University,Spring 2023,Semester Final,3,Static Keyword,"If there are any errors, explain them; otherwise, write the output.",YES,"class LifePath {
    static double targetCGPA = 4.0;
    final String studentName;
    static String msg;

    LifePath() {
        studentName = ""Baten"";
        System.out.println(""Welcome, "" + studentName);
    }

    void startJourney(String msg) {
        msg = msg; 
        System.out.println(""Every challenge is an opportunity to learn and grow."");
    }

    {
        System.out.println(""Life needs effort"");
    }

    static void Goal() {
        System.out.println(""Next CGPA target "" + targetCGPA + "" !!"" + msg);
    }

    static {
        System.out.println(""Keep learning"");
    }

    public static void main(String[] args) {
        System.out.println(""Journey begins"");
        LifePath s1 = new LifePath();
        LifePath s2 = new LifePath();
        s2.startJourney(""Are you Okay?"");
        Goal();
    }
}",
Object-Oriented Programming ,Leading University,Spring 2023,Semester Final,2,Polymorphism,"If there are any errors, explain them; otherwise, write the output.",YES,"

class Base {
    private int x = 5;
    protected int y = 10;
    Base() {
        show();
        System.out.println(""Base Constructor"");
    }
    private void show() {
        System.out.println(""Base show(): x = "" + x);
    }
    protected void print() {
        System.out.println(""Base print(): y = "" + y);
    }
}

class Derived extends Base {
    private int x = 20;
    protected int y = 30;

    Derived() {
        y++;
        System.out.println(""Derived Constructor"");
    }
    protected void show() {
        System.out.println(""Derived show(): x = "" + x);
    }
    protected void print() {
        super.print();
        System.out.println(""Derived print(): y = "" + y);
    }
    void display() {
        System.out.println(""Display: x = "" + x + "", y = "" + y);
    }
}

public class Main {
    public static void main(String[] args) {
        Base b = new Derived();
        b.print();
        Derived d = (Derived) b;
        d.display();
    }
}
",
Object-Oriented Programming ,Leading University,Spring 2023,Semester Final,2,Abstraction,"If there are any errors, explain them; otherwise, write the output.",YES,"

abstract class Person {
    private String name;
    public Person(String name) {
        this.name = name;
    }
    public String getName() {
        return name;
    }
    public abstract void showRole();
}

interface Leader {
    void leadMovement(String movement);
}

class Activist extends Person implements Leader {
    private int movementsLed;
    public Activist(String name) {
        super(name);
        movementsLed = 0;
    }
    @Override
    public void showRole() {
        System.out.println(getName() + "" is an Activist."");
    }
    @Override
    public void leadMovement(String movement) {
        movementsLed++;
        System.out.println(getName() + "" was leading: "" + movement);
    }
    public int getMovementsLed() {
        return movementsLed;
    }
}",
Object-Oriented Programming ,Leading University,Spring 2023,Semester Final,2,Encapsulation,Explain with a proper example code why using setters and getters is preferred over making fields public.,NO,,
Object-Oriented Programming ,Leading University,Spring 2023,Semester Final,3,Inheritance,Why does Java not allow multiple inheritance using classes? Explain with a proper example code.,NO,,
Object-Oriented Programming ,Leading University,Summer 2025,Mid Term,5,Class & Object,"I. Predict the output.
II. Explain Class and Object in Java with a real life example
III. Explain what happens in memory when s1 = s2; is executed.",YES,"class Student {
    String name;
    int id;
}

public class TestStudent {
    public static void main(String[] args) {
        Student s1 = new Student();
        Student s2 = new Student();

        s1.name = ""Rafi"";
        s2.name = ""Mitu"";

        s1 = s2;
        s2.name = ""Sajid"";

        System.out.println(s1.name);
    }
}",
Object-Oriented Programming ,Leading University,Summer 2025,Mid Term,3,Pattern,Find the output of PatternMystery program,YES,"public class PatternMystery {
    public static void main(String[] args) {
        for (int i = 1; i <= 5; i++) {
            for (int j = 1; j <= 5; j++) {
                if (j == i)
                    break;
                if (i + j == 6)
                    continue;
                System.out.print(""*"");
            }
            System.out.println();
        }
    }
}",
Object-Oriented Programming ,Leading University,Summer 2025,Mid Term,5,Polymorphism,"I. What will be the output of the program?
II. What will happen if line X (a.fetch();) is uncommented? Explain why.
III. Which concept of OOP does this example demonstrate?",YES,"class Animal {
    void sound() {
        System.out.println(""Some generic animal sound"");
    }
}

class Dog extends Animal {
    void sound() {
        System.out.println(""Dog barks"");
    }

    void fetch() {
        System.out.println(""Dog fetches the ball"");
    }
}

public class TestPoly {
    public static void main(String[] args) {
        Animal a = new Dog();
        a.sound();
        // a.fetch(); // line X
    }
}",
Object-Oriented Programming ,Leading University,Summer 2025,Mid Term,5,Constructor ,"You are designing a Rectangle class that represents a rectangle in a drawing application.

1.The class should allow creating a rectangle without parameters, with width and height, and with a single side for a square.
2.It should have a method area() that returns the area of the rectangle.
3.Demonstrate creating three rectangles in main() using the different constructors and print their areas.",NO,,
Object-Oriented Programming ,Leading University,Summer 2025,Mid Term,5,Object Reference,Find the output of the following code,YES,"class Citizen {
    String action;

    Citizen(String action) {
        this.action = action;
    }

    void serve(Citizen c) {
        c.action += "" -> Educate"";
        c = new Citizen(""Learn Skills"");
        c.action += "" -> Work Hard"";
    }

    void contribute(Citizen c) {
        c.action += "" -> Volunteer"";
        c = new Citizen(""Inspire Others"");
        c.action += "" -> Lead"";
    }

    void showAction() {
        System.out.println(action);
    }
}

public class NationBuilder {
    public static void main(String[] args) {
        Citizen c1 = new Citizen(""Wake Up"");
        Citizen c2 = new Citizen(""Wake Up"");
        Citizen c3 = c1;

        c1.serve(c2);
        c3.contribute(c1);

        c1.showAction();
        c2.showAction();
        c3.showAction();

        Citizen c4 = new Citizen(""Learn & Act"");
        c4.serve(c4);
        c4.showAction();

        Citizen c5 = new Citizen(""Build Nation"");
        c5.contribute(c5);
        c5.showAction();
    }
}",
Object-Oriented Programming ,Leading University,Summer 2025,Mid Term,5,Encapsulation,"Scenario:
Enhance the banking application with two account types:
I. SavingsAccount - can deposit, withdraw, and calculate area balance.
II. CurrentAccount - can deposit, withdraw, and take a loan, but the loan amount does not accrue interest automatically.

Requirements:
Common features (account number, holder name, balance) in base class BankAccount.
CurrentAccount should track loan separately.
Proper encapsulation: private fields, getters/setters where needed.
Demonstrate creating accounts, taking a loan, withdrawing money, and displaying balances.

Task:
I. Write the base class BankAccount with fields, constructor, deposit/withdraw methods, and a display method.
II. Write subclasses:a. SavingsAccount - can add interest (optional)b. CurrentAccount - can take a loan (loan is just added to balance, no interest)
III. In main(), demonstrate:
  a. Create SavingsAccount with 5000, withdraw 1000
  b. Create CurrentAccount with 2000, take loan 5000, withdraw 1000
  c. Display final balances",NO,,
Object-Oriented Programming ,Leading University,Summer 2025,Mid Term,4,Exception Handling,Find the output of the following program:,YES,"package ExceptionHandling;

public class GExample {
    public static void main(String[] args) {
        try {
            System.out.println(""Try Start"");
            try {
                String s = null;
                System.out.println(s.length());
                int x = 10 / 0;
            } 
            catch (ArithmeticException e) {
                System.out.println(""Inner Catch: ArithmeticException"");
            }
            
            System.out.println(""After Inner Try-Catch"");
        } 
        catch (ArithmeticException e) {
            System.out.println(""Outer Catch: ArithmeticException"");
        } 
        catch (Exception e) {
            System.out.println(""Outer Catch: Exception"");
        } 
        finally {
            return;
            System.out.println(""Finally Block Executed"");
        }
        System.out.println(""At Last, The End!"");
    }
}",
Object-Oriented Programming ,Leading University,Summer 2025,Mid Term,5, Pattern,Find the output of the following program:,YES,"public class Pattern2 {
    public static void main(String[] args) {
        int n = 5;
        for (int i = 0; i < n; i++) {
            for (int j = 0; j < n; j++) {
                if (i == j || i + j == n - 1) {
                    System.out.print(""*"");
                    continue;
                }
                if (i + j > n - 1)
                    System.out.print(""#"");
                else
                    System.out.print("" "");
            }
            System.out.println();
        }
    }
}",
Object-Oriented Programming ,Leading University,Summer 2025,Mid Term,5,Multithreading,"If there is any error, fix it and then write the output; otherwise, write only the output.",YES,"class MyThread extends Thread {
    @Override
    public void run() {
        try {
            System.out.print(""R"");
            Thread.sleep(200);
            System.out.print(""T"");
        } catch (InterruptedException e) {
            System.out.print(""E"");
        }
    }

    @Override
    public void start() {
        System.out.print(""S"");
        super.start();
    }
}

public class Main {
    public static void main(String[] args) throws Exception {
        MyThread t1 = new MyThread();
        MyThread t2 = new MyThread();

        t1.start();
        t1.join();

        t2.start();
        Thread.sleep(100);
        System.out.print(""M"");
    }
}
",
Object-Oriented Programming ,Leading University,Summer 2025,Semester Final,5,Generics ,Is the assignment valid? Explain why or why not. b) Write a corrected version using wildcards.,YES,"class Animal { }
class Dog extends Animal { }
List<Dog> dogs = new ArrayList<>();
List<Animal> animals = dogs;",
Object-Oriented Programming ,Leading University,Summer 2025,Semester Final,3,Polymorphism,What will be the output of the following program?,YES,"package DeepDiveIntoPolymorphism;
public class Device {
    Device() {
        show();
    }
    void show() {
        System.out.println(""Show method of Device."");
    }
}

package DeepDiveIntoPolymorphism;
public class Laptop extends Device {
    int price;
    Laptop() {
        super();
        this.price = 50000;
        show();
    }

    @Override
    void show() {
        System.out.println(price);
    }
}

package DeepDiveIntoPolymorphism;
public class TestLaptop {
    public static void main(String[] args) {
        Laptop lp = new Laptop();
    }
}",
Object-Oriented Programming ,Leading University,Summer 2025,Semester Final,2,Exception Handling,Write the probable code based on the method structure.,YES,"C:\Users\hp\AppData\Local\NetBeans\Cache\8.2\executor-snippets\run.xml:53:
Java returned: 1
BUILD FAILED (total time: 1 second)

Hint :
package ExceptionHandling;
public class ExceptionModerate {
    void E3() {
    }
    void E2() {
    }
    void E1() {
    }
    public static void main(String[] args) {
        ExceptionModerate EM = new ExceptionModerate();
        EM.E1();
    }
}",
Object-Oriented Programming ,Leading University,Summer 2025,Semester Final,5,Multiple Inheritance,"During a recent student movement in Bangladesh, different groups of students played different roles such as General Students, Organizers, and Frontline Leaders. Each group represents a higher level of responsibility, but all of them participate in the movement following a common rule. Consider the following Java program that models this situation:

Write the exact output of the program.
Explain the output considering the constructor calling order using a diagram in Java inheritance. 
Why does the role variable of GeneralStudent not change even though subclasses declare their own role variables? 
",YES,"interface Movement {
    void act();
}

abstract class GeneralStudent implements Movement {
    private String role = ""General Student"";
    GeneralStudent() {
        System.out.println(""GeneralStudent Joined Movement"");
        act();
    }
    protected String getRole() {
        return role;
    }
    public void act() {
        System.out.println(""Role: "" + getRole());
    }
}

class Organizer extends GeneralStudent {
    private String role = ""Organizer"";
    Organizer() {
        System.out.println(""Organizer Assigned"");
    }
    protected String getRole() {
        return role;
    }
}

class Leader extends Organizer {
    private String role = ""Leader"";
    Leader() {
        System.out.println(""Leader Took Charge"");
    }
    protected String getRole() {
        return role;
    }
}

public class TestMovement {
    public static void main(String[] args) {
        Movement m = new Leader();
        m.act();
    }
}",
Object-Oriented Programming ,Leading University,Summer 2025,Semester Final,5,Polymorphism,"1.Differentiate between compile-time and runtime polymorphism, providing examples for each. 
2. How do abstract classes and interfaces contribute to achieving abstraction? Explain. 
3. Explain the garbage collection process, mentioning why it is necessary.",NO,,
Object-Oriented Programming ,Leading University,Summer 2025,Semester Final,5,Polymorphism,"Define Method Overloading. State three rules that must be followed for method overloading.

",NO,,
Object-Oriented Programming ,Leading University,Summer 2025,Semester Final,5,Polymorphism,"Create a class named Book with private variables title, author, and price.Add a constructor to initialize these values.Create an overloaded method getInfo() :
1. First version returns only the title.
2.Second version takes a boolean fullDetails and, if true, returns title, author and price.",NO,,
Object-Oriented Programming ,Leading University,Summer 2025,Semester Final,5,Variables,"a) Differentiate between an instance variable and a static variable.
b) Differentiate between the super and this keywords.
c) What is dynamic method dispatch? Explain with a code example.",NO,,
Object-Oriented Programming ,Leading University,Summer 2025,Semester Final,3,Final Keyword,List the differences between a final class and an abstract class.,NO,,
Object-Oriented Programming ,Leading University,Summer 2025,Semester Final,5,Multithreading,What is multithreading? Mention the two ways in which multithreading is achieved in Java.,NO,,
Object-Oriented Programming ,Leading University,Summer 2025,Semester Final,5,Encapsulation,What role do access modifiers play to support encapsulation in Java?,NO,,
Object-Oriented Programming ,Leading University,Summer 2025,Semester Final,5,Inheritance,"Rewrite the code and solve the bugs. Afterwards, show the output (Remote/TVRemote).",YES,"public abstract class Remote {
    final boolean powered;
    
    abstract void upButton();
    
    final void powerButton() {
        powered = !powered;
    }
    
    Remote() {
        powered = true;
    }
}

public class TVRemote extends Remote {
    public TVRemote(boolean start) {
        super();
    }
    
    void powerButton() {
        System.out.println(""Power pressed"");
    }
    
    void upButton() {
        System.out.println(""Volume up"");
    }
}

public class Main {
    public static void main(String[] args) {
        TVRemote r = new TVRemote(true);
        r.upButton();
        r.powerButton();
    }
}",
Object-Oriented Programming ,Leading University,Summer 2025,Semester Final,5,Abstraction,"Design an interface named Vehicle with a method playHorn(). Create classes Bike, Car, and Truck.",YES,"public abstract class Remote {
    final boolean powered;
    
    abstract void upButton();
    
    final void powerButton() {
        powered = !powered;
    }
    
    Remote() {
        powered = true;
    }
}

public class TVRemote extends Remote {
    public TVRemote(boolean start) {
        super();
    }
    
    void powerButton() {
        System.out.println(""Power pressed"");
    }
    
    void upButton() {
        System.out.println(""Volume up"");
    }
}

public class Main {
    public static void main(String[] args) {
        TVRemote r = new TVRemote(true);
        r.upButton();
        r.powerButton();
    }
}",
,Leading University,Summer 2025,Semester Final,2.5,Multiple Inheritance,"Explain why we can not inherit multiple classes in Java, and what can be done to bypass this.",YES,"public abstract class Remote {
    final boolean powered;
    
    abstract void upButton();
    
    final void powerButton() {
        powered = !powered;
    }
    
    Remote() {
        powered = true;
    }
}

public class TVRemote extends Remote {
    public TVRemote(boolean start) {
        super();
    }
    
    void powerButton() {
        System.out.println(""Power pressed"");
    }
    
    void upButton() {
        System.out.println(""Volume up"");
    }
}

public class Main {
    public static void main(String[] args) {
        TVRemote r = new TVRemote(true);
        r.upButton();
        r.powerButton();
    }
}",
Object-Oriented Programming ,Leading University,Summer 2025,Semester Final,2.5,Dynamic Dispatch ,"Create a class Employee with method work() printing ""Employee working"".
Create subclass Manager overriding work() to print ""Manager managing"" and adding method manageTeam() printing ""Managing team"".

In Main:
Assign a Manager object to an Employee reference.
Call work() on that reference (demonstrating dynamic method dispatch).
Cast the Employee reference back to Manager and call manageTeam().",NO,,
Object-Oriented Programming ,Leading University,Fall 2025,Mid Term,5,Exception Handling," A program stores numbers in an array. Another function tries to access one of the positions, but sometimes the position doesn't exist, causing the program to crash. Make the code safer by checking the index first. If the index is invalid, return a warning instead of crashing.",NO,,
Object-Oriented Programming ,Leading University,Fall 2025,Mid Term,5,Encapsulation,"Create a Greeter class with an overloaded greet() method (no input, name, name and age).",NO,,
Object-Oriented Programming ,Leading University,Fall 2025,Mid Term,5,Encapsulation,". Liam enjoys meeting new people and greeting them warmly. He wants a small program to help him greet people in different ways. (10 marks)Liam wants to:Create a class Greeter with a method greet() that handles all these types.Overload the method to:Greet without any input.Greet with just a name.Greet with both name and age.Call each version of the method in the main() function to see the greetings.2. Ava wants to manage her store details securely. (10 marks)Create a class Product with:Private fields: String productId, double price, int quantityProvide:Public getter and setter methods for both fieldsThe setter for price should only allow positive values (ignore negative inputs)A method getTotalValue() that returns (price * quantity)In main(), create a product, set the details through the setter method. Display the product information.3. Create a class Player with: (10 marks)Fields: String nameAn abstract method void play().A concrete method void showName().Then create two subclasses:FootballPlayer that implements play() by printing ""Playing Football""CricketPlayer that implements play() by printing ""Playing Cricket""Test in Main:Test by creating instances of FootballPlayer and CricketPlayer, call showName() and play().",NO,,
Object-Oriented Programming ,Leading University,Fall 2025,Mid Term,2,Abstraction,Create abstract class Player with subclasses FootballPlayer and CricketPlayer.,NO,,
Object-Oriented Programming ,Leading University,Fall 2025,Mid Term,2,Exception Handling,What are the two types of Exceptions in Java? Which type can be handled? Elaborate.,NO,,
Object-Oriented Programming ,Leading University,Fall 2025,Mid Term,2,Exception Handling,"i. What will be the output? 
ii. What happens if ArrayIndexOutOfBoundsException catch is removed?",YES,"public static void main(String[] args) {
    try {
        int[] arr = {1, 2, 3};
        System.out.println(arr[5]);
        System.out.println(10 / 0);
    } catch (ArithmeticException e) {
        System.out.println(""Arithmetic issue"");
    } catch (Exception e) {
        System.out.println(""Exception caught"");
    } catch (ArrayIndexOutOfBoundsException e) {
        System.out.println(""Array exception caught"");
    }
}
",
Object-Oriented Programming ,Leading University,Fall 2025,Mid Term,1,Oop Principles,Explain the four main Object Oriented Programming (OOP) principles in detail.,NO,,
Object-Oriented Programming ,Leading University,Fall 2025,Mid Term,1,Data Types,What is the main difference between Primitive and Reference types in Java? Elaborate.,NO,,
Object-Oriented Programming ,Leading University,Fall 2025,Mid Term,3,"JVM , JDK , JRE","Explain the ""Write once, run anywhere"" concept in detail. How does Java achieve this?",NO,,
Object-Oriented Programming ,Leading University,Fall 2025,Mid Term,3,Class & Object,"What is Object Oriented Programming? Explain class, object and how they contribute to it.",NO,,
Object-Oriented Programming ,Leading University,Fall 2025,Mid Term,3,Constructor,"Create Employee class with private fields, constructor, and overloaded getInfo() method. Create an object for ""Monkey D. Luffy"".",NO,,
Object-Oriented Programming ,Leading University,Fall 2025,Mid Term,5,Class & Object,"""A superclass variable can reference a subclass object."" Explain implications in detail.",NO,,
Object-Oriented Programming ,Leading University,Fall 2025,Semester Final,5,Variables,"What is instance variable hiding, and how can it be resolved?",NO,,
Object-Oriented Programming ,Leading University,Fall 2025,Semester Final,2,Keyword,How are the ways in which the super and this keywords can be used? Give examples.,NO,,
Object-Oriented Programming ,Leading University,Fall 2025,Semester Final,4,Multithreading,How can we ensure that two threads won't modify the same object at the same time?,NO,,
Object-Oriented Programming ,Leading University,Fall 2025,Semester Final,5,Multithreading,Two ways to start a thread in Java? Which is better? Justify.,NO,,
Object-Oriented Programming ,Leading University,Fall 2025,Semester Final,5,Access Modifiers,What role do access modifiers play in packages to support encapsulation?,NO,,
Object-Oriented Programming ,Leading University,Fall 2025,Semester Final,5,Exception Handling,i. What will be the output of MultiCatchTest? ii. What happens if catch block order is reversed?,YES,"public class MultiCatchTest {
    public static void main(String[] args) {
        try {
            int[] nums = new int[5];
            nums[3] = 21 / 0;
        } catch (ArrayIndexOutOfBoundsException e) {
            System.out.println(""Array Exception"");
        } catch (ArithmeticException e) {
            System.out.println(""Arithmetic Exception"");
        } catch (Exception e) {
            System.out.println(""Exception caught"");
        } finally {
            System.out.println(""Execution done"");
        }
        System.out.println(""End of program"");
    }
}",
Object-Oriented Programming ,Leading University,Fall 2025,Semester Final,3,Exception Handling,Difference between runtime and compile time exceptions? Which can be caught?,NO,,
Object-Oriented Programming ,Leading University,Fall 2025,Semester Final,2,Abstraction,Rewrite the code and solve the bugs for the Remote/TVRemote classes.,YES,"public abstract class Remote {
    boolean switchedOn;
    void upButton();
    void downButton();
    void powerButton() {
        switchedOn = !switchedOn;
    }
    Remote(int switchedOn) {
        switchedOn = switchedOn;
    }
}

public class TVRemote extends Remote {
    public TVRemote() {
        super();
    }
    void upButton(int time) {
        System.out.println(""Pressed up button for "" + time + "" seconds."");
    }
    void powerButton() {
        System.out.println(""Pressed power button."");
    }
}

public class Main {
    public static void main(String[] args) {
        TVRemote r = new TVRemote(true);
        r.upButton();
        r.powerButton();
    }
}",
Object-Oriented Programming ,Leading University,Fall 2025,Semester Final,5,Interface,"Design an interface named Animal with a method makeSound(). Create classes Dog, Cat, and Lion that implement Animal. Override the makeSound() method to display their respective sounds: ""Woof"" for Dog, ""Meow"" for Cat, and ""Roar"" for Lion.",NO,,
Object-Oriented Programming ,Leading University,Fall 2025,Semester Final,5,Inheritance,How can we achieve multiple inheritance in Java? Explain in detail.,NO,,
Object-Oriented Programming ,Leading University,Fall 2025,Semester Final,5,Inheritance,"Find out if the following JAVA classes have any error. List the errors if any. Fix the code and rewrite after the errors list. You cannot delete any line of code. However, you are allowed to edit or add any code as per requirement. After the code is fixed, write down the output of the correct code.

Expected Output:
12:00:00 AM
11:20:00 PM
11:11:12 PM
After swap
11:11:12 PM
11:20:00 PM
12:00:00 AM
After add 1
11:11:12 AM
After add 2
12:05:00 AM
After add 3
12:21:22 PM
",Yes,"1. package Test.packA;
public class Animal {
    int legs;
    protected int eyes;
    public Animal() {
        System.out.println(""Default constructor of Animal"");
    }
    private Animal(int legs, int eyes) {
        System.out.println(""Constructor of Animal"");
        this.legs = legs;
        this.eyes = eyes;
    }
    public String toString() {
        return ""legs="" + legs + "", eyes="" + eyes;
    }
    public int getLegs() {
        return legs;
    }
    public void setLegs(int legs) {
        this.legs = legs;
    }
}

2. package Test.packA;
public class Panda extends Animal{
    boolean hasLice;
    public Panda() {
        System.out.println(""Default Constructor of Panda"");
    }
    public Panda(int legs, int eyes, boolean hasLice) {
        super(legs, eyes);
        this.hasLice = hasLice;
        System.out.println(""Constructor of Panda"");
    }
    public void accident(){
        if(legs>0) legs -= 1;
        if(eyes>0) eyes -= 1;
    }
    public String toString() {
        return ""legs="" + getLegs() + "", eyes="" + eyes + "", hasLice="" + hasLice;
    }
}

3. package Test.packB;
import Test.packA.*;
class Dinosaur extends Animal{
    boolean isExtinct;
    public Dinosaur() {
        System.out.println(""Default Constructor of Dinosaur"");
    }
    public Dinosaur(int legs, int eyes, boolean isExtinct) {
        super();
        super.legs = legs;
        super.eyes = eyes;
        this.isExtinct = isExtinct;
        System.out.println(""Constructor of Dinosaur"");
    }
    public void accident(){
        if(eyes>0) eyes -= 1;
    }
    public String toString() {
        return ""legs="" + getLegs() + "", eyes="" + eyes + "", isExtinct="" + isExtinct;
    }
}

4. package Test.packB;
import Test.packA.*;
class Main{
    public static void main(String[] args) {
        Panda po = new Panda(4, 2, true);
        po.accident();
        System.out.println(po);

        Dinosaur dino = new Dinosaur(4, 2, true);
        System.out.println(dino);
    }
}

",
